linea;oid;nombre;alias;cerrada;regiongeo;departamento;localidad;urbanarural;coddepart;codloc;codsecc;codseg;codzona;cod1;cod2;coordx;coordy;latlong;calle;numpuerta;esquina;telefono;codregion;regionasse;depadmin;uedepende;uedependenom;nivelatencion;categoria;codcatsnomed;pertenecea;pertenecearap;sgc;sgcenua;hcea;hceo;obstetrapartera;medfamycom;medgeneral;pediatria;ginecoobstetricia;odontolog;espadolesc;horespado;vacunatorio;puertaemer;puertaurge;geosalud;maternidadbc;maternidadac;camactiadulto;camacetped;camaciadulto;camaciped;camacb;camacm;ctisic;resehgeosalud;hceintgeosalud;block;siq;medfarmacia;meddispensa;webfarma;sga farmacia;emedicamen;muestraslab;laboratorio;imradiologia;imecografo;immamografo;imtomografo;imrnm;ridi;telemedicina;LAT;LONG;geometry
87;2.16.858.0.0.2.1.1.5980102099047053088;POLICLINICA COMPLEJO MARONAS;POL. LA CASONA;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;99;47;53;102099047053088;1088;580766.139;6142013.253;-34.8610188824486, -56.116411331012706;PANTALEON PEREZ;4961;SENDA L Y CALLE U;23203238;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;NO;SI;NO;SI;NO;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.8610188824486;-56.1164113310127;POINT (-56.116411331012706 -34.8610188824486)
88;2.16.858.0.0.2.1.1.5980102021222402089;POLICLINICA COVIMT 9;POL. COVIMT 9;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;21;222;402;102021222402089;1089;573848.914;6143986.542;-34.84404748,-56.19255949;J. B. Y ORDONEZ;5129;ZUBIRIA;236598386;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.84404748;-56.19255949;POINT (-56.19255949 -34.84404748)
89;2.16.858.0.0.2.1.1.5980102011097411090;POLICLINICA SILVIA DA LUZ;POL. COVIPRO;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;11;97;411;102011097411090;1090;585701.697;6150125.397;-34.78747150255269, -56.0632506720211;RUTA 8 KM 21;9621;LAUDELINO VAZQUEZ;22272100;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;SI;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.7874715025527;-56.0632506720211;POINT (-56.0632506720211 -34.78747150255269)
90;2.16.858.0.0.2.1.1.5980102010139004091;POLICLINICA DR. MANUEL LIBEROFF;POL. DR. MANUEL LIBEROFF;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;10;139;4;102010139004091;1091;581164.96;6140722.7;-34.87262348,-56.11192356;CARLOS PRANDO;2450;JOSE DE FREITAS;25244746;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.87262348;-56.11192356;POINT (-56.11192356 -34.87262348)
91;2.16.858.0.0.2.1.1.5980102099099025092;POLICLINICA EL MONARCA;POL. EL MONARCA;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;99;99;25;102099099025092;1092;588345.32;6151232.01;-34.77726794,-56.03447484;RUTA 8 CALLE 4 SOLAR 188;188;SOLAR 187;22273724;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.77726794;-56.03447484;POINT (-56.03447484 -34.77726794)
93;2.16.858.0.0.2.1.1.5980102011078017094;POLICLINICA GIRALDEZ;POL. GIRALDEZ;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;11;78;17;102011078017094;1094;579297.75;6150589.51;-34.78380524,-56.13328440;FAROS;6294;FIRMAMENTO;22275378;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.78380524;-56.1332844;POINT (-56.1332844 -34.78380524)
94;2.16.858.0.0.2.1.1.5980102016022012095;POLICLINICA INVE 18;POL. INVE 18;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;16;22;12;102016022012095;1095;569373.9;6141275.012;-34.86851715711464, -56.2409717738556;LAURELES PASAJE E;4379;CAMAMBU;23096974;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.8685171571146;-56.2409717738556;POINT (-56.2409717738556 -34.86851715711464)
95;2.16.858.0.0.2.1.1.5980102009051003096;POLICLINICA INVE 19;POL. INVE 19;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;9;51;3;102009051003096;1096;567736.38;6150297.8;-34.78726974,-56.25961522;AV. LEZICA;6708;CALLE 1;23236724;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.78726974;-56.25961522;POINT (-56.25961522 -34.78726974)
96;2.16.858.0.0.2.1.1.5980102009029005097;POLICLINICA JARDINES DE PENAROL;POL. JARDINES DE PENAROL;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;9;29;5;102009029005097;1097;571958.79;6147259.72;-34.81437432,-56.21320618;ISIDORO FYNN;S-D;BADAJOZ;23218890;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.81437432;-56.21320618;POINT (-56.21320618 -34.81437432)
100;2.16.858.0.0.2.1.1.5980102013139026101;POLICLINICA LAS FLORES;POL. LAS FLORES;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;13;139;26;102013139026101;1101;565400.487;6143420.48;-34.84943517681204, -56.284609792686695;CNO. MANUEL FLORES;S/N;CNO. TOMKINSON;23113649;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.849435176812;-56.2846097926867;POINT (-56.284609792686695 -34.84943517681204)
101;2.16.858.0.0.2.1.1.5980102021128013102;POLICLINICA HELIOS SARTHOU;POL. LAS RETAMAS;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;21;128;13;102021128013102;1102;570233.59;6146429.25;-34.82198303,-56.23199843;PICAFLOR;6307;CARDENAL;23565565;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-34.82198303;-56.23199843;POINT (-56.23199843 -34.82198303)
102;2.16.858.0.0.2.1.1.5980102020046400103;POLICLINICA LEGION BUENA VOLUNTAD;POL. LEGION BUENA VOLUNTAD;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;20;46;400;102020046400103;1103;574326.196;6143434.674;-34.84869376761742, -56.1869844243364;J. B. Y ORDONEZ;4820;GOYEN Y ARECHAVALETA;22197282;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;SI;SI;NO;SI;NO;NO;SI;JUEVES;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.8486937676174;-56.1869844243364;POINT (-56.1869844243364 -34.84869376761742)
103;2.16.858.0.0.2.1.1.5980102017021007104;POLICLINICA LEON DUARTE;POL. LEON DUARTE;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;17;21;7;102017021007104;1104;578182.48;6141961.94;-34.86168360,-56.14466919;SUNER Y CAPDEVILLA;3995;JUAN V. ARCOS;25062129;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;SI;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.8616836;-56.14466919;POINT (-56.14466919 -34.8616836)
104;2.16.858.0.0.2.1.1.5980102017031024105;POLICLINICA LOS ANGELES;POL. LOS ANGELES;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;17;31;24;102017031024105;1105;575397.66;6146211.91;-34.82357319,-56.17551499;LOS ANGELES;5340;CURITIBA;22260359;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-34.82357319;-56.17551499;POINT (-56.17551499 -34.82357319)
105;2.16.858.0.0.2.1.1.5980102016125010106;POLICLINICA LOS BULEVARES;POL. LOS BULEVARES;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;16;125;10;102016125010106;1106;565628.27;6146459.42;-34.82201843,-56.28235615;IDEARIO ARTIGUISTA;2145;LIGA FEDERAL;23124709;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;SI;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.82201843;-56.28235615;POINT (-56.28235615 -34.82201843)
107;2.16.858.0.0.2.1.1.5980102013236105108;POLICLINICA MARACANA SUR;POL. MARACANA SUR;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;13;236;105;102013236105108;1108;566674.33;6142909.89;-34.85395638,-56.27063609;CNO. CIBILS;S/N;NUBLE YIC;23144955;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;SI;NO;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.85395638;-56.27063609;POINT (-56.27063609 -34.85395638)
110;2.16.858.0.0.2.1.1.5980102009047846111;POLICLINICA NUEVA ESPERANZA;POL. NUEVA ESPERANZA;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;9;47;846;102009047846111;1111;570043.14;6147663.13;-34.81087039,-56.23418377;PASAJE H;1675;ALBENIZ;23201813;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;SI;SI;NO;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-34.81087039;-56.23418377;POINT (-56.23418377 -34.81087039)
114;2.16.858.0.0.2.1.1.5980102013045007115;POLICLINICA PAJAS BLANCAS;POL. PAJAS BLANCAS;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;13;45;7;102013045007115;1115;560832.439;6141630.499;-34.86585915321795, -56.33444478353506;AVDA. CAPITAN LEAL DE IBARRA;5495;CAPITAN PEDRO DE MESA Y CASTRO;23124950;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;NO;SI;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.865859153218;-56.3344447835351;POINT (-56.33444478353506 -34.86585915321795)
116;2.16.858.0.0.2.1.1.5980102099070400117;POLICLINICA PUNTA DE RIELES;POL. PUNTA DE RIELES;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;99;70;400;102099070400117;1117;582214.87;6146143.57;-34.82366146,-56.10096891;CNO. MALDONADO;6870;LEO;25145749;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.82366146;-56.10096891;POINT (-56.10096891 -34.82366146)
117;2.16.858.0.0.2.1.1.5980102009054003118;POLICLINICA SAINT BOIS;POL. UDA SAINT BOIS;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;9;54;3;102009054003118;1118;569282.79;6149745.7;-34.79214398,-56.24266823;FAUQUET;6358;GUANAHANY;23237075;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;SI;NO;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-34.79214398;-56.24266823;POINT (-56.24266823 -34.79214398)
118;2.16.858.0.0.2.1.1.5980102009010007119;POLICLINICA SAN JOSÉ;POL. SAN JOSÉ;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;9;10;7;102009010007119;1119;568718.12;6149195.81;-34.79714060,-56.24879520;GUANAHANY;1870;LUIS LASAGNA;23228517;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;SI;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.7971406;-56.2487952;POINT (-56.2487952 -34.7971406)
119;2.16.858.0.0.2.1.1.5980102017026008120;POLICLINICA SAN LORENZO;POL. SAN LORENZO;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;17;26;8;102017026008120;1120;575601.565;6143643.583;-34.8467160423614, -56.1730539395736;LANCASTER;4267;CHIMBORAZO;22168581;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;-34.8467160423614;-56.1730539395736;POINT (-56.1730539395736 -34.8467160423614)
121;2.16.858.0.0.2.1.1.5980102013342065122;POLICLINICA SANTA CATALINA;POL. SANTA CATALINA;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;13;342;65;102013342065122;1122;564903.16;6139408.25;-34.88564507,-56.28973850;BURDEOS;S/N;VICTOR HUGO;23115825;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;SI;MIERCOLES;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;SI;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.88564507;-56.2897385;POINT (-56.2897385 -34.88564507)
122;2.16.858.0.0.2.1.1.5980102011135006123;POLICLINICA SANTA MARIA;POL. SANTA MARIA;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;11;135;6;102011135006123;1123;579503.63;6145886.77;-34.82619233,-56.13058925;CNO. TENIENTE GALEANO;3761 BIS;PASAJE CENTRAL;25145600;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;-34.82619233;-56.13058925;POINT (-56.13058925 -34.82619233)
123;2.16.858.0.0.2.1.1.5980102011073010124;POLICLINICA DON BOSCO;POL. DON BOSCO;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;11;73;10;102011073010124;1124;583670.813;6148757.539;-34.799973729956456, -56.08531020688083;RUTA 8 KM. 17;7777;CNO. REPETTO;S-D;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;NO;SI;NO;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.7999737299565;-56.0853102068808;POINT (-56.08531020688083 -34.799973729956456)
124;2.16.858.0.0.2.1.1.5980102021128025125;POLICLINICA UDAI 2;POL. UDAI 2;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;21;128;25;102021128025125;1125;570665.763;6145919.457;-34.82654987150971, -56.227230084427;LAURA CORTINAS;5330;RINALDI GUERRA;23552511;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;SI;JUEVES;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.8265498715097;-56.227230084427;POINT (-56.227230084427 -34.82654987150971)
125;2.16.858.0.0.2.1.1.5980102016040007126;POLICLINICA SANTIAGO VAZQUEZ;POL. SANTIAGO VAZQUEZ;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;16;40;7;102016040007126;1126;559154.43;6150152.97;-34.78911007,-56.35340339;LUIS BATLLE BERRES;174;LA GUARDIA;23120502;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.78911007;-56.35340339;POINT (-56.35340339 -34.78911007)
126;2.16.858.0.0.2.1.1.5980102021047604127;POLICLINICA VERDISOL;POL. VERDISOL;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;21;47;604;102021047604127;1127;568798.679;6146730.856;-34.81936151951583, -56.24771265084316;CNO. MELILLA;6420;FRANCISCO LECOCQ;23236413;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;NO PERTENECE A ASSE;SI;SI;SI;SI;NO;SI;SI;NO;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.8193615195158;-56.2477126508432;POINT (-56.24771265084316 -34.81936151951583)
127;2.16.858.0.0.2.1.1.5980102011091068128;POLICLINICA VILLA FARRE;POL. VILLA FARRE;NO;SUR;MONTEVIDEO;MONTEVIDEO;URBANA;1;20;11;91;68;102011091068128;1128;581794.02;6147065.38;-34.81538377,-56.10566024;PASAJE ESTRELLITA GENTA;S/N;TTE. GALEANO;25133906;2;SUR;REGION SUR;2;RAP METROPOLITANA;PRIMER NIVEL;POLICLINICA;35971002;ASSE;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;NO;SI;JUEVES;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;-34.81538377;-56.10566024;POINT (-56.10566024 -34.81538377)
