linea;oid;nombre;alias;cerrada;regiongeo;departamento;localidad;urbanarural;coddepart;codloc;codsecc;codseg;codzona;cod1;cod2;coordx;coordy;latlong;calle;numpuerta;esquina;telefono;codregion;regionasse;depadmin;uedepende;uedependenom;nivelatencion;categoria;codcatsnomed;pertenecea;pertenecearap;sgc;sgcenua;hcea;hceo;obstetrapartera;medfamycom;medgeneral;pediatria;ginecoobstetricia;odontolog;espadolesc;horespado;vacunatorio;puertaemer;puertaurge;geosalud;maternidadbc;maternidadac;camactiadulto;camacetped;camaciadulto;camaciped;camacb;camacm;ctisic;resehgeosalud;hceintgeosalud;block;siq;medfarmacia;meddispensa;webfarma;sga farmacia;emedicamen;muestraslab;laboratorio;imradiologia;imecografo;immamografo;imtomografo;imrnm;ridi;telemedicina;LAT;LONG;geometry
788;2.16.858.0.0.2.1.1.5981822014203601004;POLICLINICA B. LOS MOLLES;POL. B. LOS MOLLES;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;14;203;601;1822014203601004;18004;599660.64;6493883.08;-31.68604067,-55.94848550;FRANCISCO MIRANDA;S-D;DANIEL FERNANDEZ CRESPO;S-D;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.68604067;-55.9484855;POINT (-55.9484855 -31.68604067)
789;2.16.858.0.0.2.1.1.5981822001122014005;POLICLINICA B. SANTA ISABEL;POL. B. SANTA ISABEL;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;122;14;1822001122014005;18005;597730.04;6490649.49;-31.71537640,-55.96852960;MARTIN LUTHER KING;159;PEREIRA;46329969;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.7153764;-55.9685296;POINT (-55.9685296 -31.7153764)
790;2.16.858.0.0.2.1.1.5981822001215036006;POLICLINICA BARRIO ARTIGAS;POL. BARRIO ARTIGAS;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;215;36;1822001215036006;18006;595364.68;6489543.15;-31.72555597,-55.99338301;18 DE JULIO;S-D;PROF. JULIO CASTRO;46324692;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;NO;NO;NC;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.72555597;-55.99338301;POINT (-55.99338301 -31.72555597)
791;2.16.858.0.0.2.1.1.5981822001427801007;POLICLINICA BARRIO GODOY;POL. BARRIO GODOY;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;427;801;1822001427801007;18007;593246.31;6486727.33;-31.75113168,-56.01547190;CHIQUITO SARAVIA;S-D;ESCUELA 94;46302090;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.75113168;-56.0154719;POINT (-56.0154719 -31.75113168)
792;2.16.858.0.0.2.1.1.5981822001122030008;POLICLINICA BUEN SAMARITANO;POL. BUEN SAMARITANO;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;122;30;1822001122030008;18008;598052.237;6489357.894;-31.727,-55.965;ATANASIO VIERA;S-D;DOMINGO ARENA;46324379;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.727;-55.965;POINT (-55.965 -31.727)
793;2.16.858.0.0.2.1.1.5981822001020003009;POLICLINICA CENTRO DE BARRIO N? 1 FERROCARRIL;POL. CENTRO DE BARRIO N? 1 FERROCARRIL;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;20;3;1822001020003009;18009;597279.7;6489600.43;-31.72487808,-55.97317755;PABLO RIOS;S-D;ANTONIO CHIESA;46322699;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;SI;SI;S-D;SI;S-D;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.72487808;-55.97317755;POINT (-55.97317755 -31.72487808)
794;2.16.858.0.0.2.1.1.5981822014201022010;POLICLINICA CENTRO DE BARRIO N? 2 LOPEZ;POL. CENTRO DE BARRIO N? 2 LOPEZ;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;14;201;22;1822014201022010;18010;597824.77;6492451.31;-31.69911454,-55.96770997;MANUEL FREIRE;277;FRANCISCO ROMERO;46324280;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.69911454;-55.96770997;POINT (-55.96770997 -31.69911454)
795;2.16.858.0.0.2.1.1.5981822001023401011;POLICLINICA CENTRO DE BARRIO N? 3 EL HONGO;POL. CENTRO DE BARRIO N? 3 EL HONGO;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;23;401;1822001023401011;18011;595169.87;6490295.49;-31.71878553,-55.99551233;M. RODRIGUEZ CORREA;S-D;ZELMAR MICHELINI;46329019;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.71878553;-55.99551233;POINT (-55.99551233 -31.71878553)
796;2.16.858.0.0.2.1.1.5981822001226017012;POLICLINICA CENTRO DE BARRIO N? 4 TORRES;POL. CENTRO DE BARRIO N? 4 TORRES;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;226;17;1822001226017012;18012;596241.82;6488266.382;-31.737,-55.984;AVDA. SAN MARTIN;S-D;R. RODRIGUEZ;46329071;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;NO;NO;SI;S-D;S-D;SI;S-D;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.737;-55.984;POINT (-55.984 -31.737)
797;2.16.858.0.0.2.1.1.5981822006001614013;POLICLINICA CENTRO DE BARRIO N? 5 EL MOLINO;POL. CENTRO DE BARRIO N? 5 EL MOLINO;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;6;1;614;1822006001614013;18013;594937.3;6491433.18;-31.70854193,-55.99807707;INTENDENTE OLIVER;2800;MARIA REGGI;46323547;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.70854193;-55.99807707;POINT (-55.99807707 -31.70854193)
798;2.16.858.0.0.2.1.1.5981822001024600014;POLICLINICA CENTRO DE BARRIO N? 6 MONTEVIDEO;POL. CENTRO DE BARRIO N? 6 MONTEVIDEO;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;24;600;1822001024600014;18014;595607.447;6491376.217;-31.709,-55.991;ERNESTO MIQUELSON;313;W. BELTRAN;46328075;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;INTENDENCIA;SI;SI;SI;NO;NO;NO;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.709;-55.991;POINT (-55.991 -31.709)
799;2.16.858.0.0.2.1.1.5981822001001008015;POLICLINICA CIRCULO POLICIAL;POL. CIRCULO POLICIAL;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;1;8;1822001001008015;18015;596277.3;6491377.62;-31.70893125,-55.98393171;GRAL. ARTIGAS;84;W. FERREIRA ALDUNATE;46326960;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;POLICLINICA COMUNITARIA;SI;NO;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.70893125;-55.98393171;POINT (-55.98393171 -31.70893125)
800;2.16.858.0.0.2.1.1.5981822001017014016;POLICLINICA JUAN RAVEGLIA;POL. JUAN RAVEGLIA;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;17;14;1822001017014016;18016;596825.803;6489923.75;-31.722,-55.978;TIIMOTEO PENA;S-D;DR. ALBERTO BARRAGUE;46332719;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;POLICLINICA COMUNITARIA;SI;SI;SI;NO;NO;S-D;S-D;S-D;S-D;S-D;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.722;-55.978;POINT (-55.978 -31.722)
801;2.16.858.0.0.2.1.1.5981822001016804017;POLICLINICA JUBILADOS 19 DE JUNIO;POL. JUBILADOS 19 DE JUNIO;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;16;804;1822001016804017;18017;597115.254;6490475.307;-31.717,-55.975;ITUZAINGO;388;D. VIANA;46325452;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;POLICLINICA COMUNITARIA;SI;NO;SI;NO;NO;NO;SI;SI;SI;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.717;-55.975;POINT (-55.975 -31.717)
802;2.16.858.0.0.2.1.1.5981822001018009018;POLICLINICA RETIRADOS MILITARES;POL. RETIRADOS MILITARES;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;18;9;1822001018009018;18018;597205.831;6490031.034;-31.721,-55.974;FRANCISCO MACIEL;57;GILBERT GENARO;46324184;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;POLICLINICA COMUNITARIA;SI;SI;SI;SI;NO;S-D;S-D;S-D;S-D;S-D;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.721;-55.974;POINT (-55.974 -31.721)
803;2.16.858.0.0.2.1.1.5981822001011005019;POLICLINICA TAPE;POL. TAPE;NO;NORTE;TACUAREMBÓ;TACUAREMBÓ;URBANA;18;220;1;11;5;1822001011005019;18019;596836.198;6491032.204;-31.712,-55.978;GRAL. FLORES;S-D;JOAQUIN SUAREZ;S-D;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;NO;NO;S-D;S-D;S-D;S-D;S-D;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.712;-55.978;POINT (-55.978 -31.712)
804;2.16.858.0.0.2.1.1.5981832110006006020;HOSPITAL DE PASO DE LOS TOROS;CENTRO AUXILIAR DE PASO DE LOS TOROS;NO;NORTE;TACUAREMBÓ;PASO DE LOS TOROS;URBANA;18;321;10;6;6;1832110006006020;18020;546726.55;6369168.87;-32.81448305,-56.50084519;VICTOR ALVAREZ MENENDEZ;155;EMILIA GRASSI;46644948;1;NORTE;REGION NORTE;51;HOSPITAL DE PASO DE LOS TOROS;SEGUNDO NIVEL;HOSPITAL;22232009;ASSE;NO;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO;SI;NO;SI;SI;SI;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;-32.81448305;-56.50084519;POINT (-56.50084519 -32.81448305)
805;2.16.858.0.0.2.1.1.5981832110101800021;POLICLINICA CHARRUA 1 Y 2;POL. CHARRUA 1 Y 2;NO;NORTE;TACUAREMBÓ;PASO DE LOS TOROS;URBANA;18;321;10;101;800;1832110101800021;18021;544456.86;6370815.26;-32.79972639,-56.52516926;EUFRACIO BALSAMO;S-D;SANTIN C. ROSSI;46643501;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-32.79972639;-56.52516926;POINT (-56.52516926 -32.79972639)
806;2.16.858.0.0.2.1.1.5981832110008008022;POLICLINICA JUBILADOS;POL. JUBILADOS;NO;NORTE;TACUAREMBÓ;PASO DE LOS TOROS;URBANA;18;321;10;8;8;1832110008008022;18022;545027.783;6369341.16;-32.813,-56.519;GRAL. RIVERA;S-D;VENANCIO BALSAMO;46646015;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;POLICLINICA COMUNITARIA;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-32.813;-56.519;POINT (-56.519 -32.813)
807;2.16.858.0.0.2.1.1.5981832110213018023;POLICLINICA LOS ARENALES;POL. LOS ARENALES;NO;NORTE;TACUAREMBÓ;PASO DE LOS TOROS;URBANA;18;321;10;213;18;1832110213018023;18023;544280.857;6369787.972;-32.809,-56.527;LUIS EDUARDO PEREZ;S-D;FLORENCIO SANCHEZ;46642497;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;SI;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-32.809;-56.527;POINT (-56.527 -32.809)
809;2.16.858.0.0.2.1.1.5981852109202030025;CENTRO DE SALUD SAN GREGORIO DE POLANCO;C.S. SAN GREGORIO DE POLANCO;NO;NORTE;TACUAREMBÓ;SAN GREGORIO DE POLANCO;RURAL;18;521;9;202;30;1852109202030025;18025;609094.069;6390249.267;-32.619932545693686, -55.83716110258484;25 DE MAYO;S-D;YAMANDU GAMBA;43694003;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-32.6199325456937;-55.8371611025848;POINT (-55.83716110258484 -32.619932545693686)
810;2.16.858.0.0.2.1.1.5981852109202005026;CENTRO AUXILIAR SAN GREGORIO DE POLANCO;C.S. SAN GREGORIO DE POLANCO;NO;NORTE;TACUAREMBÓ;SAN GREGORIO DE POLANCO;RURAL;18;521;9;202;5;1852109202005026;18026;609156.47;6390275.87;-32.61968640,-55.83649914;YAMANDU GAMBA;46;INDEPENDENCIA;43694003 - 43694339;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;CENTRO DE SALUD;264361005;ASSE;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;N-C;SI;NO;NO;NO;NO;SI;SI;S-D;SI;SI;SI;SI;SI;NO;NO;NO;NO;SI;-32.6196864;-55.83649914;POINT (-55.83649914 -32.6196864)
811;2.16.858.0.0.2.1.1.5981869502005401028;POLICLINICA TAMBORES;POL. TAMBORES;NO;NORTE;TACUAREMBÓ;TAMBORES;RURAL;18;695;2;5;401;1869502005401028;18028;571339.78;6473493;-31.87209977,-56.24577965;AVDA. ARTIGAS;S-D;CNO. DE LAS TROPAS;46308099;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;SI;SI;NO;SI;NO;NC;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;SI;-31.87209977;-56.24577965;POINT (-56.24577965 -31.87209977)
812;2.16.858.0.0.2.1.1.5981872111001019029;POLICLINICA ACHAR;POL. ACHAR;NO;NORTE;TACUAREMBÓ;ACHAR;RURAL;18;721;11;1;19;1872111001019029;18029;576924.886;6414488.246;-32.404,-56.182;CALLE 7;S-D;CALLE 2;46604214;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;NO;NC;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;SI;-32.404;-56.182;POINT (-56.182 -32.404)
813;2.16.858.0.0.2.1.1.5981872207101702030;POLICLINICA VILLA ANSINA;POL. VILLA ANSINA;NO;NORTE;TACUAREMBÓ;ANSINA;RURAL;18;722;7;101;702;1872207101702030;18030;645005.24;6472165.27;-31.87707127,-55.46695107;RUTA 26 KM;289;BVAR. ARTIGAS;46309161;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;SI;-31.87707127;-55.46695107;POINT (-55.46695107 -31.87707127)
814;2.16.858.0.0.2.1.1.5981872302201026031;POLICLINICA CURTINA;POL. CURTINA;NO;NORTE;TACUAREMBÓ;CURTINA;RURAL;18;723;2;201;26;1872302201026031;18031;583268.532;6442485.432;-32.151,-56.117;H. GUTIERREZ RUIZ;S-D;LUIS BALCELL;46308129;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;SI;SI;NO;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;SI;-32.151;-56.117;POINT (-56.117 -32.151)
815;2.16.858.0.0.2.1.1.5981872405001007032;POLICLINICA PASO DEL CERRO;POL. PASO DEL CERRO;NO;NORTE;TACUAREMBÓ;PASO DEL CERRO;RURAL;18;724;5;1;7;1872405001007032;18032;610851.637;6516721.306;-31.479,-55.833;CALLE 1;S-D;CALLE 4;46302242;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;NO;NO;NO;NO;SI;NO;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.479;-55.833;POINT (-55.833 -31.479)
816;2.16.858.0.0.2.1.1.5981882203202808033;POLICLINICA CLARA;POL. CLARA;NO;NORTE;TACUAREMBÓ;CLARA;RURAL;18;822;3;202;808;1882203202808033;18033;619416.98;6433994.17;-32.22433094,-55.73268026;RUTA 59;S-D;PEGADO A LA ESCUELA;S-D;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-32.22433094;-55.73268026;POINT (-55.73268026 -32.22433094)
817;2.16.858.0.0.2.1.1.5981882504101005034;POLICLINICA CUCHILLA DEL OMBU;POL. CUCHILLA DEL OMBU;NO;NORTE;TACUAREMBÓ;CUCHILLA DEL OMBU;RURAL;18;825;4;101;5;1882504101005034;18034;623645;6483455.77;-31.77775665,-55.69415960;CAMINO VECINAL;S-D;ESCUELA 20;S-D;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.77775665;-55.6941596;POINT (-55.6941596 -31.77775665)
818;2.16.858.0.0.2.1.1.5981882703203802035;POLICLINICA LA HILERA;POL. LA HILERA;NO;NORTE;TACUAREMBÓ;LA HILERA;RURAL;18;827;3;203;802;1882703203802035;18035;627031.513;6449904.295;-32.080,-55.654;CAMINO VECINAL;S-D;PUEBLO LA HILERA;S-D;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;NO;NO;SI;SI;SI;SI;SI;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-32.08;-55.654;POINT (-55.654 -32.08)
819;2.16.858.0.0.2.1.1.5981882812005012036;POLICLINICA TOSCAS DE CARAGUATA;POL. TOSCAS DE CARAGUATA;NO;NORTE;TACUAREMBÓ;LAS TOSCAS;RURAL;18;828;12;5;12;1882812005012036;18036;687479.137;6437472.81;-32.18366446093014, -55.0113552602008;CALLE 1;S-D;CALLE 2;46309031;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;SI;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;SI;-32.1836644609301;-55.0113552602008;POINT (-55.0113552602008 -32.18366446093014)
820;2.16.858.0.0.2.1.1.5981882902007306037;POLICLINICA BONILLA;POL. BONILLA;NO;NORTE;TACUAREMBÓ;PASO BONILLA;RURAL;18;829;2;7;306;1882902007306037;18037;596842.23;6480818.82;-31.80413149,-55.97692334;RUTA 5 KM;378;MEVIR 14516;46302213;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;SI;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.80413149;-55.97692334;POINT (-55.97692334 -31.80413149)
821;2.16.858.0.0.2.1.1.5981883107203801038;POLICLINICA PUEBLO DEL BARRO;POL. PUEBLO DEL BARRO;NO;NORTE;TACUAREMBÓ;PUEBLO DEL BARRO;RURAL;18;831;7;203;801;1883107203801038;18038;650438.71;6462397.93;-31.96445181,-55.40800809;RUTA 26;S-D;PUEBLO DEL BARRO;S-D;1;NORTE;REGION NORTE;55;RAP TACUAREMBÓ;PRIMER NIVEL;POLICLINICA;35971002;S-D;SI;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NC;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N-C;N-C;NO;NO;NO;S-D;NO;S-D;NO;S-D;NO;NO;NO;NO;NO;NO;NO;NO;-31.96445181;-55.40800809;POINT (-55.40800809 -31.96445181)
