WKT;name;description;timestamp;begin;end;altitudeMode;tessellate;extrude;visibility;drawOrder;icon
"POINT (-56.1578814 -34.8872479)";JF116 - IAMC - GREMCA ;"Días y horarios: Mar. y Jue. de 08:15 a 15:45 Hrs.<br>Dirección: Avda. 8 de Octubre 2804, Seco Illa y Jaime Cibils ";;;;;-1;0;-1;;
"POINT (-56.2211892 -34.8310907)";"JF232 - IAMC - Universal Sayago
";Días y horarios: Lunes y Miércoles de 14:30 a 18:30 Hrs. Viernes de 8:30 a 12.00 y de 14:30 a 18:00 Hrs. <br>Dirección: Av. Gral. Eugenio Garzón 999;;;;;-1;0;-1;;
"POINT (-54.4915175 -34.0923292)";IA114 - ASSE - Centro comunal Los Talas ;"Días y horarios: 1º Lunes de los meses pares. De 08:30 a 12:30 hrs.<br>Dirección: Valdivia esq. Ruta 13 km 199,5<br>Teléfono: 42670423 ";;;;;-1;0;-1;;
"POINT (-54.5454375 -34.5936875)";IB112 - ASSE - Centro Comunal Pueblo Garzon;"Días y horarios: 1º Jueves de los meses pares. De 8:30 a 12:30 hrs.<br>Dirección: Los Cerrillos, La cantera<br> Teléfono: 42670423";;;;;-1;0;-1;;
"POINT (-55.3234161 -34.7912291)";IC113 - ASSE - Centro comunal Estación Flores ;"Días y horarios: Matutino, a coordinar<br>Dirección: Ruta 9 vieja y Ruta 71<br>Teléfono: 42670423";;;;;-1;0;-1;;
"POINT (-55.2586405 -34.7191427)";IC114 - ASSE - Centro Comunal Nueva Carrara;"Días y horarios: Matutino, a coordinar. <br>Dirección: Camino Charles Darwin <br>Teléfono: 42670423";;;;;-1;0;-1;;
"POINT (-55.3672152 -34.7649516)";IE112 - ASSE - Centro Comunal Cerros Azules ;"Días y horarios: Matutino, a coordinar. <br>Dirección: Ruta 9, Tala y Laurel<br>Teléfono: 42670423";;;;;-1;0;-1;;
"POINT (-55.0563125 -34.6303125)";II132 - ASSE  - Centro Comunal Pueblo Edén;"Días y horarios: Matutino, a coordinar. <br>Dirección: Ruta 12 km 13, Los Cardenales esq La Calandria <br>Teléfono: 42670423";;;;;-1;0;-1;;
"POINT (-55.4371094 -34.7130875)";IE113 - ASSE - Centro Comunal Solís Grande;"Días y horarios: Matutino, a coordinar. <br>Dirección: Ruta 20 km 9 <br>Teléfono: 42670423";;;;;-1;0;-1;;
"POINT (-56.1165847 -34.8718633)";JB132 -  ASSE - Policlínica Yanicelli;Días y horarios: Lunes a Viernes de 08:30 a 13:30 hrs. <br>Dirección: Cno. Carrasco 4680;;;;;-1;0;-1;;
"POINT (-55.2562389 -34.7667153)";IC115 - Centro comunal pueblo Girona;Días y horarios: 2º Miercoles de los meses pares en el horario 08:30 a 12:30 Hrs.<br>Dirección: Aries s/n Del lucero<br> Teléfono: 42670423;;;;;-1;0;-1;;
"POINT (-55.4005112 -34.7489875)";IE111- Policlínica ASSE - LAS SIERRAS;"Días y horarios: Mié. de 11:00 a 13:00 Hrs.<br>Dirección: Avda. Artigas s/c, Wilson Ferreira Aldunate (Calle 4) y Ricardo Varonio<br>Teléfono: 4439 0089 ";;;;;-1;0;-1;;
"POINT (-56.440433 -34.7390643)";PE111 - SUB C.P. CIUDAD DEL PLATA  Polcínica Juana Martinez ASSE;"Días y horarios: L y J de 08:15 a 12:15 hrs.<br>Dirección: Ruta1 vieja 31,800 esq. Calle 3";;;;;-1;0;-1;;
"POINT (-56.1330046 -34.8607556)";JF160 - Sociedad Médica Universal | Policlinico Maroñas;"Días y horarios: Lunes y Miércoles de 8:30 a 12:00, Martes y Jueves de 14:30 a 18:00.<br>Dirección: Dr Capdehourat 2804,  entre Mateo Cortez y Av 8 de Octubre";;;;;-1;0;-1;;
"POINT (-57.8140209 -31.3827063)";"OO119	SALTO Policlínica ASSE Bº Albisu";"Días y horarios: Lun a Vie de 08:00 a 12:00 hrs.<br>Dirección: Policlínica ASSE Bº Albisu	Ruta 31 km12 	s/n	Calle 1 y Calle 2";;;;;-1;0;-1;;
"POINT (-56.1400681 -34.8230565)";JF233 - Asociación Española Piedras blancas;"Días y horarios: Jue. de 8:00 a 11:30 Hrs.<br>Dirección: José Belloni 4390, esq. Matilde Pacheco";;;;;-1;0;-1;;
"POINT (-55.9845901 -31.720287)";RR117 - ASSE - Hospital Tacuarembó;"Días y horarios: Lun. a Vie. de 13:00 a 18:00 Hrs.<br>Dirección: Lorenzo Carnelli, entre J.P Varela y Treinta y Tres Orientales";;;;;-1;0;-1;;
"POINT (-55.7627656 -34.7669625)";"BE181 - MUCAM Atlántida
";Días y horarios: Mar. y Vie. de 10:15 a 13:15 Hrs. / Lun. y Mié. de 13:15 a 16:15  Hrs. Sabados (COVID-19 + Cronograma) de 12:15 a 15:15.<br>Dirección: Ruta Interbalnearia km 46 entre Ruta 11 y Ruta 7;;;;;-1;0;-1;;
"POINT (-55.9571406 -34.2917625)";BF112 - Policlínica ASSE San Ramon ;"Días y horarios: Lun. a Vie. de 06:00 a 12:00 Hrs. <br>Dirección: Avda.Batlle y Ordoñez, 18 de Julio";;;;;-1;0;-1;;
"POINT (-58.0811884 -32.3325343)";KK113-04 - Municipales II COOP. VIV - ASSE;Día: Viernes <br>Horario: 09:00 - 12:00 hrs. <br>Dirección:  Benito Chain s/n esq independencia;;;;;-1;0;-1;;
"POINT (-58.0754116 -32.3340153)";KK113-06 - Santa Monica - ASSE;Días: Lunes <br>Horarios: 07:30 - 10:00 <br>Dirección: Benito Chain 1570 Dr. Felippone y Br. Artigas;;;;;-1;0;-1;;
"POINT (-56.1118021 -34.8804518)";JE121 - Policlínica INVE 16;"Días y horarios: Jueves de 10:00 a 11:45, Mier. y Jue. de 12:00 a 14:45<br>Dirección: Hipólito Irigoyen 2069 entre Igua y Ciudad de Azul";;;;;-1;0;-1;;
"POINT (-57.942506 -31.3861955)";JF224 - CAUTE ANTEL;"Días y horarios: L, Mi y V de  08:00 - 11:00<br>Dirección: Agraciada 2437 esq Gral Fraga";;;;;-1;0;-1;;
"POINT (-54.1549001 -34.6647174)";NF113 - Policlínico COMERO - La paloma ;Días y horarios: Viernes de 15:00 a 18:00 <br>Dirección: Av. Nicolás Solari s/n esq avda.sirio;;;;;-1;0;-1;;
"POINT (-56.5153667 -33.3884131)";EE113 - ASSE-ASSE Hospital Penza ;Días y horarios: Lunes a Viernes de 13:30 - 17:30<br>Dirección: Francisco Maciel S/N Esq. Prof.Miguel C. Rubino;;;;;-1;0;-1;;
"POINT (-56.5161767 -33.3884892)";EB111 - ASSE Hospital Durazno Blanquillo;"Días y horarios: Lun a Vie de 14:00  a 16:00 hrs.<br>Dirección: Dr. Alejandro Saráchaga, esq. Alejandro sarachaga";;;;;-1;0;-1;;
"POINT (-53.4546289 -33.6937535)";NC113 - Medica Uruguaya Chuy ;Días y horarios: Mar. de 11:30 a 12:30 y jueves de 18:00 a 19:30<br>Teléfono:  4474 3714<br>Dirección: B. Ventura 520;;;;;-1;0;-1;;
"POINT (-57.5971241 -30.2590164)";AB113 - IAMC-Gremeda Bella Unión;Dias y horarios: de Lunes a Viernes de 13 a 17:00;;;;;-1;0;-1;;
"POINT (-57.8299702 -34.4579164)";DM111 - Móvil IMC - DDS- CHLAEP;Días y horarios de atención: Matutino a coordinar.<br>Dirección: Avda Batlle y Ordoñez esquina Dr Bassahún<br>Telefono: 4 529 88 57;;;;;-1;0;-1;;
"POINT (-57.232978 -34.287159)";DG113 CAMEC NUEVA HELVECIA ;"Días y horarios: Lun de 08:30 a 11:30 hrs., Juev y Viernes de 13:30 a 16:30 hrs.<br>Dirección: Colón 1085";;;;;-1;0;-1;;
"POINT (-54.9565695 -34.9160851)";II113 - AMDM- CRAME Policlinico Central ;"Días y horarios: Días y horarios: Lun. a Vier. de 15:00 a 19:00 h. y Lun., Mier. y Juev. de 11:00 a 13:00 h. <br>Dirección:<br>San José s/n Esq. Acuña de Figueroa";;;;;-1;0;-1;;
"POINT (-56.1396309 -34.8180906)";JF 147 UPECA Piedras Blancas - CASMU;Nombre: JF 147 UPECA Piedras Blancas - CASMU<br>Días y horarios de atención: Viernes de 14 a 17:30 Hrs. <br>Dirección: Av. José Belloni 4611;;;;;-1;0;-1;;
"POINT (-54.8631985 -34.9134012)";II133 - Asistencial La Barra;"Dias y horarios: 1º, 3º,4º y 5º Lunes al mes, de 10:00 a 17:30 Hrs.<br>Dirección: Calle Los Destinos, entre ruta 10 y Sargo";;;;;-1;0;-1;;
"POINT (-53.856531 -34.19851)";"NA112	COMERO CASTILLOS";Días y horarios: <br>Ma y Jue de 10:00 a 12:00<br>Dirección: Formoso 1234 y 19 de Abril y Dr. Ferrer;;;;;-1;0;-1;;
